City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Chicama,PE,2022-01-27 03:12:37,-7.8447,-79.1469,66.74,73,100,5.28
293,Skjervoy,NO,2022-01-27 03:12:38,70.0311,20.9714,29.7,65,100,4.5
294,Doaba,PK,2022-01-27 03:12:39,33.4244,70.7364,41.74,38,0,2.39
295,Richards Bay,ZA,2022-01-27 03:12:15,-28.783,32.0377,72.9,96,35,6.96
296,Roswell,US,2022-01-27 03:12:40,34.0232,-84.3616,38.12,53,0,0.0
297,Khlong Luang,TH,2022-01-27 03:09:27,14.0647,100.6458,88.0,74,20,1.14
298,Bredasdorp,ZA,2022-01-27 03:12:41,-34.5322,20.0403,62.28,93,21,3.94
299,Mpophomeni,ZA,2022-01-27 03:12:41,-29.5682,30.1862,61.3,95,92,4.54
300,Sao Filipe,CV,2022-01-27 03:12:42,14.8961,-24.4956,74.08,71,92,14.34
301,El Rosario,MX,2022-01-27 03:12:43,24.2556,-107.1828,66.4,73,20,2.19
302,Urumqi,CN,2022-01-27 03:12:43,43.801,87.6005,-1.25,85,75,2.24
303,Port Blair,IN,2022-01-27 03:12:44,11.6667,92.75,82.44,69,40,9.22
304,Nagykallo,HU,2022-01-27 03:12:45,47.8749,21.8408,29.98,98,86,4.34
305,Don Sak,TH,2022-01-27 03:12:46,9.3168,99.6918,82.22,70,6,7.67
306,Ambon,ID,2022-01-27 03:12:47,-3.6954,128.1814,89.74,62,20,11.5
307,Atar,MR,2022-01-27 03:12:42,20.5169,-13.0499,62.51,51,25,9.08
308,Phitsanulok,TH,2022-01-27 03:12:48,16.9167,100.5,82.47,33,5,2.19
309,Ostrovnoy,RU,2022-01-27 03:12:19,68.0531,39.5131,13.17,97,82,20.89
310,Rio Gallegos,AR,2022-01-27 03:10:33,-51.6226,-69.2181,57.96,59,95,15.97
311,Beaumont,US,2022-01-27 03:10:06,30.0861,-94.1019,48.18,51,0,5.75
312,Makubetsu,JP,2022-01-27 03:12:50,45.3714,141.8211,24.85,65,99,11.07
313,Bend,US,2022-01-27 03:12:51,44.0582,-121.3153,32.81,81,0,1.01
314,Taksimo,RU,2022-01-27 03:12:51,56.3444,114.8794,-11.27,92,47,0.49
315,Beidao,CN,2022-01-27 03:12:52,34.5686,105.8933,32.65,85,100,3.22
316,Svetla Nad Sazavou,CZ,2022-01-27 03:12:53,49.668,15.4039,32.76,89,100,10.69
317,San Cristobal,VE,2022-01-27 03:12:53,7.7669,-72.225,71.78,89,94,1.61
318,Nacala,MZ,2022-01-27 03:12:54,-14.5428,40.6728,75.18,88,100,3.62
319,Kruisfontein,ZA,2022-01-27 03:12:54,-34.0033,24.7314,63.88,95,70,2.93
320,Nizip,TR,2022-01-27 03:12:55,37.0097,37.7942,35.73,99,100,4.03
321,Aginskoye,RU,2022-01-27 03:12:56,51.1,114.53,0.37,86,36,5.26
322,Fuling,CN,2022-01-27 03:12:56,29.7022,107.3919,45.37,93,100,1.59
323,San Policarpo,PH,2022-01-27 03:12:57,12.1791,125.5072,82.49,74,48,14.12
324,Santa Vitoria Do Palmar,BR,2022-01-27 03:09:03,-33.5189,-53.3681,71.31,87,100,16.42
325,Hambantota,LK,2022-01-27 03:13:58,6.1241,81.1185,75.69,74,100,10.11
326,Kozhva,RU,2022-01-27 03:13:59,65.1073,57.0459,10.13,95,96,6.6
327,Mahebourg,MU,2022-01-27 03:13:59,-20.4081,57.7,77.25,88,40,4.61
328,Jaisalmer,IN,2022-01-27 03:14:00,26.9147,70.9181,54.82,22,0,1.77
329,Aksu,CN,2022-01-27 03:10:36,41.1231,80.2644,23.83,54,0,1.36
330,Lagoa,PT,2022-01-27 03:14:01,39.05,-27.9833,58.73,81,26,11.7
331,Bereda,ES,2022-01-27 03:14:02,43.2686,-7.5406,39.15,100,30,1.83
332,Padang,ID,2022-01-27 03:13:48,-0.9492,100.3543,83.37,66,100,0.92
333,Svetlogorsk,BY,2022-01-27 03:14:03,52.6333,29.7333,16.34,96,98,7.23
334,Honiara,SB,2022-01-27 03:10:49,-9.4333,159.95,81.43,78,100,7.29
335,Katsuura,JP,2022-01-27 03:10:49,35.1333,140.3,53.19,60,100,12.3
336,Saint-Philippe,RE,2022-01-27 03:14:05,-21.3585,55.7679,71.19,64,23,7.49
337,Bonthe,SL,2022-01-27 03:14:06,7.5264,-12.505,77.36,82,51,4.29
338,Nome,US,2022-01-27 03:14:06,64.5011,-165.4064,-18.33,76,0,0.0
339,Tezu,IN,2022-01-27 03:14:07,27.9167,96.1667,61.83,58,99,2.86
340,Teguise,ES,2022-01-27 03:14:08,29.0605,-13.564,55.62,77,20,6.91
341,Kamaishi,JP,2022-01-27 03:14:08,39.2667,141.8833,39.58,50,5,13.87
342,Bulawayo,ZW,2022-01-27 03:14:09,-20.15,28.5833,63.57,97,100,12.12
343,Dharchula,IN,2022-01-27 03:14:10,29.85,80.5333,42.94,61,64,3.47
344,Kribi,CM,2022-01-27 03:14:11,2.95,9.9167,79.54,83,95,7.74
345,Hurghada,EG,2022-01-27 03:14:11,27.2574,33.8129,48.29,59,2,17.22
346,Karratha,AU,2022-01-27 03:14:12,-20.7377,116.8463,90.25,43,0,17.22
347,Juegang,CN,2022-01-27 03:14:13,32.3174,121.1855,46.9,75,100,13.42
348,Bonavista,CA,2022-01-27 03:14:14,48.6499,-53.1147,29.12,69,100,18.1
349,Maltahohe,NA,2022-01-27 03:09:33,-24.8333,16.9833,79.9,29,96,6.06
350,Mitu,CO,2022-01-27 03:14:15,1.1983,-70.1733,72.91,90,30,2.68
351,Jatibonico,CU,2022-01-27 03:14:15,21.9419,-79.17,70.09,75,0,4.09
352,Kiruna,SE,2022-01-27 03:14:16,67.8557,20.2251,14.92,92,100,2.3
353,Zhigansk,RU,2022-01-27 03:14:17,66.7697,123.3711,-22.13,100,65,5.68
354,Chernyshevskiy,RU,2022-01-27 03:14:17,63.0128,112.4714,-13.81,96,84,2.77
355,El Alto,PE,2022-01-27 03:14:18,-4.2714,-81.2147,70.61,75,96,11.81
356,Homer,US,2022-01-27 03:14:19,59.6425,-151.5483,28.27,85,100,8.05
357,Simplicio Mendes,BR,2022-01-27 03:11:12,-7.8539,-41.9103,69.57,95,100,3.56
358,Tual,ID,2022-01-27 03:14:20,-5.6667,132.75,84.06,76,96,4.59
359,Bull Savanna,JM,2022-01-27 03:14:21,17.8868,-77.5902,72.66,84,56,3.78
360,Nong Phai,TH,2022-01-27 03:14:21,15.9903,101.0618,89.11,31,9,1.63
361,Gujranwala,PK,2022-01-27 03:14:22,32.1617,74.1883,42.85,50,0,5.35
362,Uvira,CD,2022-01-27 03:14:23,-3.4067,29.1458,71.73,85,98,3.36
363,Lasa,IT,2022-01-27 03:14:23,46.6166,10.7002,30.36,51,70,5.95
364,Khasan,RU,2022-01-27 03:14:24,42.4308,130.6434,22.08,48,0,17.87
365,Hun,LY,2022-01-27 03:14:25,29.1268,15.9477,41.18,66,6,2.24
366,Waingapu,ID,2022-01-27 03:14:25,-9.6567,120.2641,86.47,66,100,14.47
367,Boende,CD,2022-01-27 03:14:26,-0.2167,20.8667,70.65,87,100,2.71
368,Honolulu,US,2022-01-27 03:14:26,21.3069,-157.8583,78.62,63,40,12.66
369,Ijero,NG,2022-01-27 03:14:27,6.4819,3.3803,78.69,73,2,1.5
370,Smidovich,RU,2022-01-27 03:15:28,48.6,133.8167,-5.26,95,98,3.71
371,Novikovo,RU,2022-01-27 03:15:28,51.1537,37.8879,-0.83,100,100,1.36
372,Khuzdar,PK,2022-01-27 03:15:29,27.7384,66.6434,42.67,25,0,6.29
373,Jinchang,CN,2022-01-27 03:15:30,38.4953,102.1739,23.29,46,100,2.13
374,Oda,JP,2022-01-27 03:15:30,35.1833,132.5,47.17,52,72,5.46
375,Farafangana,MG,2022-01-27 03:15:31,-22.8167,47.8333,73.49,81,97,5.99
376,Lakhimpur,IN,2022-01-27 03:15:32,27.95,80.7667,52.65,68,3,4.74
377,Raga,SS,2022-01-27 03:15:32,8.4596,25.678,68.49,21,89,8.59
378,Nanortalik,GL,2022-01-27 03:15:33,60.1432,-45.2371,24.49,89,100,22.73
379,Suluq,LY,2022-01-27 03:15:34,31.6682,20.2521,50.97,69,97,9.69
380,Kiunga,PG,2022-01-27 03:15:34,-6.1219,141.2906,72.07,98,100,2.66
381,Chauk,MM,2022-01-27 03:15:35,20.8833,94.8167,69.96,63,17,1.99
382,San Patricio,US,2022-01-27 03:15:36,28.017,-97.5169,55.38,76,85,9.84
383,Veriora,EE,2022-01-27 03:15:36,58.0079,27.3551,30.33,94,100,8.01
384,Oksfjord,NO,2022-01-27 03:13:57,70.2396,22.3479,27.52,91,100,3.09
385,Abbeville,FR,2022-01-27 03:15:37,50.1,1.8333,43.5,92,100,9.4
386,Axim,GH,2022-01-27 03:15:38,4.8699,-2.2405,77.9,87,2,2.17
387,Rio Grande,BR,2022-01-27 03:15:12,-32.035,-52.0986,75.31,92,100,16.02
388,Mabaruma,GY,2022-01-27 03:15:39,8.2,-59.7833,68.85,83,89,3.13
389,Coihaique,CL,2022-01-27 03:15:40,-45.5752,-72.0662,56.01,65,0,1.32
390,Secunda,ZA,2022-01-27 03:15:41,-26.55,29.1667,55.49,96,72,3.6
391,Henties Bay,NA,2022-01-27 03:15:41,-22.116,14.2845,66.85,88,98,6.73
392,Noumea,NC,2022-01-27 03:15:42,-22.2763,166.4572,85.98,99,90,16.46
393,Necochea,AR,2022-01-27 03:15:43,-38.5473,-58.7368,62.04,58,0,14.61
394,Hamilton,US,2022-01-27 03:15:43,39.1834,-84.5333,18.36,67,0,0.0
395,West Wendover,US,2022-01-27 03:15:44,40.7391,-114.0733,24.01,58,0,3.44
396,Araouane,ML,2022-01-27 03:15:45,18.9048,-3.5265,65.34,15,98,9.91
397,Bilma,NE,2022-01-27 03:15:45,18.6853,12.9164,51.12,39,8,8.46
398,Sayyan,YE,2022-01-27 03:15:46,15.1718,44.3244,46.2,69,2,1.12
399,Kenai,US,2022-01-27 03:15:47,60.5544,-151.2583,25.14,76,100,11.5
400,Ormara,PK,2022-01-27 03:15:47,25.2088,64.6357,64.81,42,0,3.78
401,Vorukh,TJ,2022-01-27 03:15:48,39.8494,70.5838,22.93,43,0,10.0
402,Klaksvik,FO,2022-01-27 03:15:49,62.2266,-6.589,36.52,75,100,30.42
403,Razole,IN,2022-01-27 03:15:49,16.4833,81.8333,73.69,85,55,3.71
404,Smithers,CA,2022-01-27 03:14:28,54.7804,-127.1743,23.45,97,100,0.22
405,Kabare,CD,2022-01-27 03:15:51,-2.4683,28.8242,60.93,90,100,1.54
406,Pionerskiy,RU,2022-01-27 03:15:52,54.9508,20.2275,40.84,86,100,24.09
407,Sawtell,AU,2022-01-27 03:15:52,-30.3833,153.1,78.82,69,100,9.22
408,Andros Town,BS,2022-01-27 03:15:53,24.7,-77.7667,73.36,68,6,4.88
409,Camacha,PT,2022-01-27 03:15:53,33.0833,-16.3333,55.53,72,75,9.22
410,Rudbar,AF,2022-01-27 03:15:54,30.15,62.6,47.08,33,0,6.31
411,Bahia Blanca,AR,2022-01-27 03:15:55,-38.7196,-62.2724,62.17,61,13,6.24
412,Tazovskiy,RU,2022-01-27 03:15:55,67.4667,78.7,-0.58,95,100,12.33
413,Gornopravdinsk,RU,2022-01-27 03:15:56,60.05,69.9,7.3,91,100,7.02
414,Louga,RU,2022-01-27 03:15:57,58.7372,29.8453,21.0,94,100,9.42
415,Vestmannaeyjar,IS,2022-01-27 03:14:50,63.4427,-20.2734,36.55,65,71,2.48
416,Turukhansk,RU,2022-01-27 03:15:58,65.8167,87.9833,-6.9,93,100,15.01
417,Sakakah,SA,2022-01-27 03:15:59,29.9697,40.2064,42.37,60,6,19.53
418,Bethel,US,2022-01-27 03:14:21,41.3712,-73.414,20.55,62,0,0.0
419,Yining,CN,2022-01-27 03:17:00,29.0361,114.5636,42.8,93,100,4.27
420,Upata,VE,2022-01-27 03:17:01,8.0086,-62.3989,67.68,78,34,3.44
421,Maniitsoq,GL,2022-01-27 03:17:02,65.4167,-52.9,15.3,92,100,10.25
422,Nichinan,JP,2022-01-27 03:17:03,31.6,131.3667,53.28,56,100,2.8
423,Kurayoshi,JP,2022-01-27 03:17:03,35.4333,133.8167,48.02,77,96,4.65
424,La Ronge,CA,2022-01-27 03:17:04,55.1001,-105.2842,5.22,72,20,6.91
425,Zharkent,KZ,2022-01-27 03:17:05,44.1628,80.0,22.69,63,51,1.92
426,Arlit,NE,2022-01-27 03:17:06,18.7369,7.3853,55.74,28,4,6.58
427,Mackay,AU,2022-01-27 03:17:06,-21.15,149.2,79.68,74,100,15.19
428,Morehead,US,2022-01-27 03:17:07,37.2711,-87.1764,21.15,79,0,0.0
429,Moura,PT,2022-01-27 03:17:09,38.1401,-7.4486,48.31,78,78,6.98
430,Solnechnyy,RU,2022-01-27 03:17:09,50.7214,136.6319,4.19,89,100,3.56
431,Kontagora,NG,2022-01-27 03:17:10,10.3999,5.4695,69.03,18,0,8.97
432,Nouadhibou,MR,2022-01-27 03:12:11,20.931,-17.0347,61.99,80,0,20.47
433,Alofi,NU,2022-01-27 03:17:11,-19.0595,-169.9187,84.09,74,21,9.22
434,Shikarpur,PK,2022-01-27 03:17:12,27.9571,68.6379,44.49,31,0,0.36
435,Belyy Yar,RU,2022-01-27 03:17:13,53.6039,91.3903,-2.31,84,100,2.24
436,Grindavik,IS,2022-01-27 03:13:19,63.8424,-22.4338,28.87,93,0,9.22
437,Guaruja,BR,2022-01-27 03:17:14,-23.9931,-46.2564,82.17,76,48,5.01
438,Kemijarvi,FI,2022-01-27 03:17:14,66.7131,27.4306,13.89,98,100,2.44
439,Bathsheba,BB,2022-01-27 03:17:15,13.2167,-59.5167,72.21,88,20,8.05
440,Sabang,ID,2022-01-27 03:17:16,5.8933,95.3214,81.14,74,27,3.69
441,Puerto Triunfo,CO,2022-01-27 03:17:16,5.8726,-74.6403,73.69,96,100,1.16
442,Kieta,PG,2022-01-27 03:17:17,-6.2167,155.6333,82.22,78,100,5.73
443,Spornoye,RU,2022-01-27 03:17:18,50.8448,37.2913,-0.11,100,100,3.51
444,Nova Vicosa,BR,2022-01-27 03:17:18,-17.8919,-39.3719,75.6,89,48,6.2
445,Marshall,US,2022-01-27 03:17:19,34.3834,-86.3333,33.01,60,0,1.01
446,Quelimane,MZ,2022-01-27 03:17:20,-17.8786,36.8883,76.95,88,75,6.91
447,Quatre Cocos,MU,2022-01-27 03:17:20,-20.2078,57.7625,78.1,72,16,11.3
448,Constantine,DZ,2022-01-27 03:17:21,36.365,6.6147,31.41,86,0,2.3
449,Zhangye,CN,2022-01-27 03:17:22,38.9342,100.4517,23.54,36,100,2.57
450,Tianpeng,CN,2022-01-27 03:17:22,30.9866,103.9393,43.27,67,97,2.53
451,Kabwe,ZM,2022-01-27 03:17:23,-14.4469,28.4464,59.61,97,100,5.53
452,Dwarka,IN,2022-01-27 03:17:07,22.2394,68.9678,64.87,43,0,9.44
453,Nampula,MZ,2022-01-27 03:17:24,-15.1165,39.2666,69.67,97,100,4.34
454,Agulu,NG,2022-01-27 03:17:25,6.11,7.0724,69.87,64,25,1.97
455,Warwick,US,2022-01-27 03:14:40,41.7001,-71.4162,18.91,44,0,10.36
456,Sao Felix Do Xingu,BR,2022-01-27 03:17:26,-6.6447,-51.995,71.53,96,100,1.52
457,Talnakh,RU,2022-01-27 03:17:26,69.4865,88.3972,1.2,96,100,14.83
458,Vardo,NO,2022-01-27 03:12:42,70.3705,31.1107,25.99,73,100,13.85
459,Ishigaki,JP,2022-01-27 03:16:53,24.3448,124.1572,75.33,69,40,11.5
460,Nouakchott,MR,2022-01-27 03:17:28,18.0858,-15.9785,64.33,62,100,13.91
461,Riohacha,CO,2022-01-27 03:16:53,11.5444,-72.9072,74.41,73,4,8.86
462,Sines,PT,2022-01-27 03:18:29,37.9562,-8.8698,52.29,71,87,5.99
463,Whitefish,US,2022-01-27 03:16:19,48.4111,-114.3376,21.2,89,0,3.44
464,Vidalia,US,2022-01-27 03:18:30,32.2177,-82.4135,49.78,81,0,6.91
465,Hawalli,KW,2022-01-27 03:18:31,29.2833,47.9972,61.92,67,96,1.01
466,Odweyne,SO,2022-01-27 03:18:32,9.4092,45.064,56.77,37,0,4.76
467,Fagersta,SE,2022-01-27 03:18:32,60.0042,15.7932,36.68,94,77,6.8
468,Sisimiut,GL,2022-01-27 03:18:33,66.9395,-53.6735,11.23,79,100,19.8
469,Kabinda,CD,2022-01-27 03:18:34,-6.1333,24.4833,65.41,96,100,3.51
470,Seydi,TM,2022-01-27 03:18:35,39.4816,62.9137,37.33,54,0,11.99
471,Kidal,ML,2022-01-27 03:18:35,18.4411,1.4078,59.88,24,68,16.28
472,Flin Flon,CA,2022-01-27 03:18:36,54.7682,-101.865,-4.2,83,26,12.06
473,Aykhal,RU,2022-01-27 03:18:37,66.0,111.5,-7.06,81,78,7.65
474,Kovernino,RU,2022-01-27 03:18:37,57.1253,43.8142,-6.03,100,97,2.91
475,Iqaluit,CA,2022-01-27 03:18:38,63.7506,-68.5145,-24.07,76,0,0.0
476,Waipawa,NZ,2022-01-27 03:18:39,-41.4122,175.5153,64.45,54,75,18.28
477,Talaya,RU,2022-01-27 03:18:40,61.3833,152.75,-29.94,98,100,2.44
478,Kobyzhcha,UA,2022-01-27 03:18:40,50.8285,31.5044,19.31,93,100,4.63
479,Grand Gaube,MU,2022-01-27 03:18:41,-20.0064,57.6608,78.39,66,17,1.99
480,Kavieng,PG,2022-01-27 03:18:42,-2.5744,150.7967,83.95,75,79,8.55
481,Chokwe,MZ,2022-01-27 03:17:28,-24.5333,32.9833,73.24,97,74,3.67
482,Calvinia,ZA,2022-01-27 03:18:43,-31.4707,19.776,71.71,29,0,3.24
483,Kuytun,RU,2022-01-27 03:18:43,54.3419,101.5036,-5.17,98,100,3.78
484,Marienburg,PL,2022-01-27 03:18:44,54.0359,19.0266,40.66,90,100,15.37
485,Tuy Hoa,VN,2022-01-27 03:14:23,13.0833,109.3,78.55,68,84,8.52
486,Saint-Joseph,RE,2022-01-27 03:18:45,-21.3667,55.6167,71.98,64,26,6.11
487,Fairview,US,2022-01-27 03:18:46,40.8126,-73.999,24.26,44,0,6.91
488,Yatou,CN,2022-01-27 03:18:15,37.15,122.3833,34.05,45,72,16.55
489,Zhangjiakou,CN,2022-01-27 03:18:01,40.81,114.8794,13.95,56,1,5.3
490,Preobrazheniye,RU,2022-01-27 03:18:47,42.9019,133.9064,23.09,43,0,3.69
491,Kisesa,TZ,2022-01-27 03:18:48,-3.0833,34.15,61.83,71,15,7.18
492,Mecca,SA,2022-01-27 03:18:48,21.4267,39.8261,62.62,54,82,14.65
493,Cap-Chat,CA,2022-01-27 03:18:49,49.1001,-66.6821,-11.2,70,66,10.36
494,Pokrovsk,UA,2022-01-27 03:18:50,48.282,37.1758,7.54,100,87,1.97
495,Bastia,FR,2022-01-27 03:18:50,42.6667,9.3333,50.31,71,0,5.99
496,San Carlos,VE,2022-01-27 03:18:51,9.6612,-68.5827,72.0,57,11,3.94
497,Falam,MM,2022-01-27 03:18:52,22.9167,93.6833,59.2,50,7,1.19
498,Esperance,AU,2022-01-27 03:18:52,-33.8667,121.9,69.64,79,100,10.54
499,Moree,AU,2022-01-27 03:18:53,-29.4667,149.85,75.22,78,100,14.97
500,Marovoay,MG,2022-01-27 03:18:54,-16.1,46.6333,73.54,92,97,4.25
501,Avera,US,2022-01-27 03:18:54,33.194,-82.5271,44.71,71,22,10.18
502,Moron,AR,2022-01-27 03:18:55,-34.6534,-58.6198,63.97,71,37,12.1
503,Biloxi,US,2022-01-27 03:18:56,30.396,-88.8853,45.03,47,0,10.36
504,Leningradskiy,RU,2022-01-27 03:18:56,69.3833,178.4167,-25.26,90,10,3.09
505,Pevek,RU,2022-01-27 03:18:57,69.7008,170.3133,-32.01,98,32,1.86
506,Griffith,US,2022-01-27 03:18:58,41.5284,-87.4237,10.89,70,0,4.0
507,Turbat,PK,2022-01-27 03:18:58,26.0023,63.044,57.74,21,0,7.76
508,Sao Joao Da Barra,BR,2022-01-27 03:20:00,-21.6403,-41.0511,75.36,85,2,20.24
509,Hohhot,CN,2022-01-27 03:20:01,40.8106,111.6522,19.69,35,0,2.24
510,Sola,VU,2022-01-27 03:20:02,-13.8833,167.55,88.47,74,40,5.75
511,Comodoro Rivadavia,AR,2022-01-27 03:16:33,-45.8667,-67.5,57.06,51,0,4.61
512,Pathein,MM,2022-01-27 03:20:03,16.7833,94.7333,77.95,56,6,4.83
513,Swift Current,CA,2022-01-27 03:15:30,50.2834,-107.8014,31.01,86,100,21.85
514,Brownsville,US,2022-01-27 03:15:15,25.9018,-97.4975,64.35,87,68,1.99
515,Umm Lajj,SA,2022-01-27 03:20:05,25.0213,37.2685,61.63,51,48,20.04
516,Koslan,RU,2022-01-27 03:20:05,63.4564,48.8989,-0.98,100,99,3.53
517,El Centro,US,2022-01-27 03:20:06,32.792,-115.563,57.22,30,0,3.44
518,Ozieri,IT,2022-01-27 03:20:07,40.586,9.0012,44.04,92,15,2.24
519,Mananjary,MG,2022-01-27 03:20:07,-21.2167,48.3333,72.3,82,28,2.3
520,Progreso,MX,2022-01-27 03:20:08,21.2833,-89.6667,74.1,81,21,11.68
521,Yantarnyy,RU,2022-01-27 03:20:09,54.8717,19.9381,40.86,93,100,24.58
522,Hobyo,SO,2022-01-27 03:20:09,5.3505,48.5268,74.14,70,45,14.94
523,Krasnoarmeyskiy,RU,2022-01-27 03:20:10,47.0114,42.2072,25.84,98,100,4.94
524,Broome,US,2022-01-27 03:20:11,42.2506,-75.833,6.66,77,10,1.01
525,Mafinga,TZ,2022-01-27 03:20:12,-7.25,35.0667,65.5,96,100,1.77
526,Kaspiyskiy,RU,2022-01-27 03:20:12,45.3929,47.3707,30.54,92,100,10.96
527,Agadez,NE,2022-01-27 03:20:13,19.75,10.25,48.22,42,4,10.92
528,Saint-Francois,FR,2022-01-27 03:20:14,46.4154,3.9054,26.04,93,100,2.3
529,Grand Baie,MU,2022-01-27 03:20:14,-20.0182,57.5802,78.46,65,26,1.99
530,Altay,CN,2022-01-27 03:20:15,47.8667,88.1167,7.75,81,100,1.28
531,Klobuck,PL,2022-01-27 03:20:16,50.9008,18.9367,34.16,93,100,13.22
532,Fort Nelson,CA,2022-01-27 03:15:30,58.8053,-122.7002,24.39,93,100,0.0
533,Banepa,NP,2022-01-27 03:20:17,27.6298,85.5214,41.32,93,20,0.0
534,Qui Nhon,VN,2022-01-27 03:20:18,13.7667,109.2333,77.81,70,92,10.16
535,Rawah,IQ,2022-01-27 03:20:18,34.4816,41.9093,45.97,58,36,14.2
536,Gilau,RO,2022-01-27 03:20:19,46.7324,23.3617,25.25,95,98,3.06
537,Olkhovka,RU,2022-01-27 03:20:20,53.2115,60.6069,16.43,93,100,9.62
538,Ferkessedougou,CI,2022-01-27 03:20:21,9.6,-5.2,70.5,19,0,2.77
539,Romanovskaya,RU,2022-01-27 03:20:22,47.5426,42.0285,25.27,97,99,4.14
540,Bonfim,BR,2022-01-27 03:20:23,3.0833,-59.95,79.99,63,68,6.04
541,Lapy,PL,2022-01-27 03:20:23,52.9911,22.8842,36.48,98,100,13.76
542,Angoche,MZ,2022-01-27 03:20:24,-16.2325,39.9086,74.44,90,100,7.02
543,Le Moule,GP,2022-01-27 03:20:25,16.3332,-61.3473,73.18,100,0,12.48
544,Aquin,HT,2022-01-27 03:20:25,18.2833,-73.4,75.16,79,36,2.39
545,Fortuna,US,2022-01-27 03:20:26,40.5982,-124.1573,45.93,93,100,1.01
546,Mae Hong Son,TH,2022-01-27 03:20:27,19.3003,97.9685,68.14,73,20,0.0
547,Camocim,BR,2022-01-27 03:19:00,-2.9022,-40.8411,75.24,90,100,8.55
548,Suoyarvi,RU,2022-01-27 03:20:28,62.0833,32.35,17.38,94,100,9.1
549,Tiznit,MA,2022-01-27 03:20:29,29.5833,-9.5,50.22,65,67,8.39
550,Nha Trang,VN,2022-01-27 03:20:29,12.25,109.1833,84.2,63,22,6.26
551,Ugoofaaru,MV,2022-01-27 03:20:30,5.6667,73.0,78.96,61,100,10.18
552,Najran,SA,2022-01-27 03:20:31,17.4924,44.1277,50.65,69,0,6.8
553,Aktau,KZ,2022-01-27 03:21:31,43.65,51.2,30.78,66,97,10.69
554,Lata,PT,2022-01-27 03:17:13,40.1629,-8.3327,46.81,77,71,5.17
555,Aswan,EG,2022-01-27 03:17:09,24.0934,32.907,43.38,59,0,11.14
556,Balad,IQ,2022-01-27 03:21:33,34.0164,44.1453,48.24,55,0,9.28
557,Khalkhal,IR,2022-01-27 03:21:33,37.6189,48.5258,27.97,97,91,3.58
558,Kalmunai,LK,2022-01-27 03:21:34,7.4167,81.8167,76.8,70,90,6.06
559,Clyde River,CA,2022-01-27 03:21:35,70.4692,-68.5914,-9.17,84,100,23.02
560,Ohangaron,UZ,2022-01-27 03:21:36,40.9064,69.6383,30.34,30,0,8.14
561,Sorong,ID,2022-01-27 03:21:37,-0.8833,131.25,84.54,71,96,9.22
562,College,US,2022-01-27 03:21:37,64.8569,-147.8028,-7.65,76,20,0.0
563,Bogande,BF,2022-01-27 03:21:38,12.9714,-0.1436,65.89,15,4,10.07
564,Santa Maria,BR,2022-01-27 03:21:39,-29.6842,-53.8069,76.3,94,0,3.44
565,Djambala,CG,2022-01-27 03:21:39,-2.5447,14.7533,66.04,94,61,3.76
566,Hofn,IS,2022-01-27 03:21:40,64.2539,-15.2082,30.78,52,100,7.38
567,Timra,SE,2022-01-27 03:21:41,62.487,17.3257,29.68,85,100,4.61
568,Yaring,TH,2022-01-27 03:21:41,6.8662,101.3689,84.24,69,91,11.61
569,Zhezkazgan,KZ,2022-01-27 03:21:42,47.8043,67.7144,-5.82,84,40,4.47
570,North Bend,US,2022-01-27 03:21:43,43.4065,-124.2243,45.91,99,0,0.0
571,Areia Branca,BR,2022-01-27 03:21:43,-4.9561,-37.1369,79.39,77,100,9.71
572,Pak Phanang,TH,2022-01-27 03:21:44,8.3511,100.202,89.04,69,23,8.77
573,Fenoarivo,MG,2022-01-27 03:21:45,-18.933,47.4354,59.07,88,40,3.44
574,Reconquista,AR,2022-01-27 03:21:46,-29.15,-59.65,76.14,90,78,10.58
575,Ponta Delgada,PT,2022-01-27 03:19:30,37.7333,-25.6667,57.92,62,20,12.66
576,Podporozhye,RU,2022-01-27 03:21:47,60.9112,34.1706,16.14,90,100,7.9
577,Labuhan,ID,2022-01-27 03:21:47,-6.8844,112.2051,83.77,73,100,11.36
